return_id,order_id,customer_id,sku,return_date,purchase_date,return_text,customer_selected_reason,return_type,refund_amount,quantity,store_channel,return_channel,warranty_claim,days_since_purchase,return_status,ground_truth_reason,root_cause_group,preventable,preventable_owner,severity,ground_truth_priority,product_name,brand,product_category,subcategory,model,price,warranty_months,launch_date,weight,colour,battery_capacity,connector_type,operating_system,compatibility,supplier_id,packaging_type,listing_title,listing_description,listed_compatibility,listed_accessories,listed_dimensions,listed_colour,listing_last_updated,content_quality_score,compatibility_information_present,installation_guide_present,image_accuracy_score,viewed_product_page,viewed_compatibility_guide,viewed_size_guide,viewed_manual,contacted_support,support_contact_count,attempted_troubleshooting,replacement_requested,refund_requested,days_before_contact,customer_action_notes,inspection_date,inspector_id,physical_damage,functional_test,missing_accessories,packaging_damage,water_damage,battery_health,compatibility_verified,fault_confirmed,inspection_notes,inspection_outcome,date,scenario,returns_received,staff_available,normal_staff_capacity,processing_capacity,average_processing_minutes,backlog_size,carrier_delay_hours,urgent_demand_index,inspection_capacity,system_status
RET-111183,ORD-523251,CUST-100339,SKU-HEA-1123,2025-05-01,2025-04-24,power button got stuck,PRODUCT_DEFECT,STANDARD_RETURN,454.65,1,MARKETPLACE,LOCKER,False,7,PROCESSED,PRODUCT_DEFECT,PRODUCT,YES,Product Team,HIGH,P1,Zenith Headphone 223,Zenith,Headphones,Headphones Standard,MOD-2123,454.65,36,2023-10-28,3.31,Ocean Blue,4000,Bluetooth,,iOS/Android,SUP-109,Eco Carton,Zenith Headphone 223 - High Performance,Official Zenith Headphones with Bluetooth support.,See Description,"Charger, User Manual, Cable",16x15x5 cm,Ocean Blue,2024-01-06,0.84,False,True,0.92,True,False,True,True,False,0,True,True,False,4,Customer initiated return for PRODUCT_DEFECT,2025-05-02,INSP-20,False,FAILED,False,False,False,89,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect,2025-05-01,NORMAL,40.0,26.0,30.0,60.0,15.0,11.0,1.0,1.0,60.0,HEALTHY
RET-105971,ORD-549005,CUST-124317,SKU-SMA-1046,2025-02-15,2025-02-03,screen keeps flickering,PRODUCT_DEFECT,WARRANTY,733.36,1,MARKETPLACE,IN_STORE_DROP,True,12,APPROVED,PRODUCT_DEFECT,PRODUCT,YES,Product Team,CRITICAL,P1,UltraLink Smartphone 146,UltraLink,Smartphones,Smartphones Standard,MOD-2046,733.36,6,2023-07-17,0.32,Ocean Blue,4000,Micro-USB,Android,Specific,SUP-100,Reinforced Case,UltraLink Smartphone 146 - High Performance,Official UltraLink Smartphones with Micro-USB support.,iOS and Android,"Charger, User Manual, Cable",19x13x3 cm,Ocean Blue,2024-06-19,0.98,True,True,0.87,True,True,False,False,False,2,True,True,False,0,Customer initiated return for PRODUCT_DEFECT,2025-02-18,INSP-11,False,FAILED,False,False,False,86,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect,2025-02-15,DELIVERY_DELAY,75.0,29.0,30.0,60.0,22.0,24.0,18.8,1.0,60.0,DEGRADED
RET-100689,ORD-517848,CUST-103082,SKU-SPE-1012,2025-01-18,2025-01-02,expected usb c but received micro usb,LISTING_MISMATCH,STANDARD_RETURN,122.73,1,MARKETPLACE,LOCKER,False,16,APPROVED,LISTING_MISMATCH,CONTENT,YES,Content Team,HIGH,P2,Zenith Speaker 112,Zenith,Speakers,Speakers Standard,MOD-2012,122.73,6,2024-03-16,3.17,Ocean Blue,2000,Lightning,,Specific,SUP-109,Box,Zenith Speaker 112 - High Performance,Official Zenith Speakers with Lightning support.,iOS and Android,"Charger, User Manual, Cable",29x6x4 cm,Ocean Blue,2024-04-07,0.97,True,False,0.95,True,False,False,True,True,0,True,False,True,8,Customer initiated return for LISTING_MISMATCH,2025-01-21,INSP-20,False,PASSED,False,False,False,99,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found,2025-01-18,NORMAL,38.0,26.0,30.0,60.0,13.0,13.0,1.6,1.0,60.0,HEALTHY
RET-104345,ORD-556310,CUST-121882,SKU-POW-1006,2025-05-11,2025-05-05,bent charging pin by forcing cable,CUSTOMER_DAMAGE,WARRANTY,1398.32,2,MARKETPLACE,MAIL,True,6,REJECTED,CUSTOMER_DAMAGE,CUSTOMER,NO,Customer,LOW,P4,OmniGear Power Bank 106,OmniGear,Power Banks,Power Banks Standard,MOD-2006,699.16,6,2023-01-24,4.93,Silver,4000,Micro-USB,,Specific,SUP-113,Box,OmniGear Power Bank 106 - High Performance,Official OmniGear Power Banks with Micro-USB support.,iOS and Android,"Charger, User Manual, Cable",17x6x4 cm,Silver,2024-03-12,0.31,True,True,0.42,True,False,True,True,False,2,False,False,True,6,Customer initiated return for CUSTOMER_DAMAGE,2025-05-13,INSP-15,True,PASSED,False,False,False,89,True,True,Inspection completed. Outcome: Customer Damage,Customer Damage,2025-05-11,CAPACITY_LOSS,49.0,13.0,30.0,35.0,36.0,51.0,1.9,1.0,35.0,DEGRADED
RET-105362,ORD-563456,CUST-101909,SKU-TAB-1068,2025-12-28,2025-12-08,camera photos look grainy in low light,PERFORMANCE_EXPECTATION,STANDARD_RETURN,697.32,1,RETAIL_STORE,MAIL,False,20,APPROVED,PERFORMANCE_EXPECTATION,CONTENT,YES,Content Team,LOW,P4,NexusCore Tablet 168,NexusCore,Tablets,Tablets Standard,MOD-2068,697.32,36,2023-07-23,3.0,Silver,4000,USB-C,Android,Universal,SUP-101,Pouch,NexusCore Tablet 168 - High Performance,Official NexusCore Tablets with USB-C support.,See Description,"Charger, User Manual, Cable",23x12x1 cm,Silver,2024-04-20,0.93,False,True,0.85,True,True,True,True,True,1,True,False,True,3,Customer initiated return for PERFORMANCE_EXPECTATION,2025-12-30,INSP-13,False,PASSED,False,False,False,96,True,False,Inspection completed. Outcome: Unable to Reproduce,Unable to Reproduce,2025-12-28,NORMAL,40.0,30.0,30.0,60.0,15.0,17.0,1.0,1.0,60.0,HEALTHY
RET-104228,ORD-531167,CUST-135041,SKU-LAP-1092,2025-07-29,2025-07-03,outer carton crushed during transit,SHIPPING_DAMAGE,STANDARD_RETURN,571.96,1,ONLINE,MAIL,False,26,REJECTED,SHIPPING_DAMAGE,LOGISTICS,YES,Logistics,MEDIUM,P2,SonicWave Laptop 192,SonicWave,Laptops,Laptops Standard,MOD-2092,571.96,36,2023-06-20,0.61,Silver,5000,3.5mm Jack,,Specific,SUP-105,Eco Carton,SonicWave Laptop 192 - High Performance,Official SonicWave Laptops with 3.5mm Jack support.,iOS and Android,"Charger, User Manual, Cable",10x15x5 cm,Silver,2024-04-28,0.86,True,True,0.93,True,True,False,False,True,2,False,True,False,4,Customer initiated return for SHIPPING_DAMAGE,2025-07-31,INSP-11,True,PASSED,False,True,False,97,True,True,Inspection completed. Outcome: Shipping Damage,Shipping Damage,2025-07-29,NORMAL,54.0,26.0,30.0,60.0,18.0,5.0,0.9,1.0,60.0,HEALTHY
RET-110063,ORD-564646,CUST-112140,SKU-KEY-1115,2025-12-23,2025-11-26,screen keeps flickering,PRODUCT_DEFECT,STANDARD_RETURN,381.09,1,ONLINE,MAIL,False,27,APPROVED,PRODUCT_DEFECT,PRODUCT,YES,Product Team,HIGH,P4,AeroTech Keyboard 215,AeroTech,Keyboards,Keyboards Standard,MOD-2115,381.09,36,2023-01-18,1.89,Silver,0,HDMI,,Specific,SUP-101,Pouch,AeroTech Keyboard 215 - High Performance,Official AeroTech Keyboards with HDMI support.,iOS and Android,"Charger, User Manual, Cable",13x12x1 cm,Silver,2024-02-06,0.99,True,True,0.98,True,True,True,True,False,1,False,True,False,7,Customer initiated return for PRODUCT_DEFECT,2025-12-25,INSP-15,False,FAILED,False,False,False,91,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect,2025-12-23,URGENT_DEMAND,140.0,32.0,30.0,70.0,29.0,89.0,6.3,1.88,70.0,HEALTHY
RET-100016,ORD-509172,CUST-133532,SKU-KEY-1085,2025-11-17,2025-11-05,speaker produces loud static noise,PRODUCT_DEFECT,STANDARD_RETURN,299.24,1,RETAIL_STORE,LOCKER,False,12,PENDING_INSPECTION,PRODUCT_DEFECT,PRODUCT,YES,Product Team,HIGH,P4,VoltMax Keyboard 185,VoltMax,Keyboards,Keyboards Standard,MOD-2085,299.24,6,2023-03-22,2.1,White,0,USB-C,,Universal,SUP-107,Pouch,VoltMax Keyboard 185 - High Performance,Official VoltMax Keyboards with USB-C support.,iOS and Android,"Charger, User Manual, Cable",27x8x2 cm,White,2024-03-09,0.93,True,True,0.91,True,False,False,True,False,0,True,True,False,9,Customer initiated return for PRODUCT_DEFECT,2025-11-19,INSP-18,False,FAILED,False,False,False,95,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect,2025-11-17,DELIVERY_DELAY,57.0,28.0,30.0,60.0,15.0,31.0,31.9,1.0,60.0,DEGRADED
RET-108440,ORD-540815,CUST-137967,SKU-SPE-1042,2025-07-05,2025-07-01,power button got stuck,PRODUCT_DEFECT,STANDARD_RETURN,331.16,1,ONLINE,MAIL,False,4,APPROVED,PRODUCT_DEFECT,PRODUCT,YES,Product Team,HIGH,P4,PixelCraft Speaker 142,PixelCraft,Speakers,Speakers Standard,MOD-2042,331.16,6,2023-07-15,1.19,Ocean Blue,2000,Bluetooth,,iOS/Android,SUP-105,Pouch,PixelCraft Speaker 142 - High Performance,Official PixelCraft Speakers with Bluetooth support.,iOS and Android,"Charger, User Manual, Cable",18x10x5 cm,Ocean Blue,2024-04-12,0.93,True,True,0.86,True,True,True,True,False,1,True,True,False,10,Customer initiated return for PRODUCT_DEFECT,2025-07-06,INSP-11,False,FAILED,False,False,False,91,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect,2025-07-05,NORMAL,38.0,25.0,30.0,60.0,16.0,6.0,1.9,1.0,60.0,HEALTHY
RET-108011,ORD-549644,CUST-101586,SKU-ROU-1014,2025-10-15,2025-09-26,not compatible with iphone,COMPATIBILITY_ISSUE,STANDARD_RETURN,925.79,1,RETAIL_STORE,LOCKER,False,19,PENDING_INSPECTION,COMPATIBILITY_ISSUE,CONTENT,YES,Content Team,MEDIUM,P2,NexusCore Router 114,NexusCore,Routers,Routers Standard,MOD-2014,925.79,24,2023-02-27,2.23,Ocean Blue,0,Micro-USB,,Specific,SUP-100,Pouch,NexusCore Router 114 - High Performance,Official NexusCore Routers with Micro-USB support.,iOS and Android,"Charger, User Manual, Cable",18x13x2 cm,Ocean Blue,2024-05-09,0.87,True,False,0.85,True,False,False,True,False,0,True,False,True,6,Customer initiated return for COMPATIBILITY_ISSUE,2025-10-16,INSP-20,False,PASSED,False,False,False,89,False,False,Inspection completed. Outcome: Compatibility Issue,Compatibility Issue,2025-10-15,NORMAL,39.0,25.0,30.0,60.0,12.0,12.0,1.1,1.0,60.0,HEALTHY
RET-106234,ORD-537701,CUST-115067,SKU-ROU-1149,2025-01-20,2025-01-10,packaging torn open,WARRANTY_FAILURE,STANDARD_RETURN,1106.58,1,ONLINE,IN_STORE_DROP,False,10,PROCESSED,PACKAGING_ISSUE,LOGISTICS,YES,Warehouse,LOW,P4,Zenith Router 249,Zenith,Routers,Routers Standard,MOD-2149,1106.58,24,2023-10-22,2.91,Ocean Blue,0,Bluetooth,,iOS/Android,SUP-104,Box,Zenith Router 249 - High Performance,Official Zenith Routers with Bluetooth support.,iOS and Android,"Charger, User Manual, Cable",14x8x1 cm,Ocean Blue,2024-02-07,0.98,True,True,0.97,True,False,False,False,True,2,False,False,True,10,Customer initiated return for PACKAGING_ISSUE,2025-01-21,INSP-15,False,PASSED,False,True,False,98,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found,2025-01-20,NORMAL,45.0,25.0,30.0,60.0,18.0,6.0,1.8,1.0,60.0,HEALTHY
RET-110089,ORD-557768,CUST-136074,SKU-CAB-1133,2025-06-16,2025-05-17,screen keeps flickering,PRODUCT_DEFECT,WARRANTY,164.54,1,RETAIL_STORE,IN_STORE_DROP,True,30,PROCESSED,PRODUCT_DEFECT,PRODUCT,YES,Product Team,HIGH,P4,SonicWave Cable 233,SonicWave,Cables,Cables Standard,MOD-2133,164.54,24,2023-07-15,2.7,Ocean Blue,0,HDMI,,Specific,SUP-108,Reinforced Case,SonicWave Cable 233 - High Performance,Official SonicWave Cables with HDMI support.,iOS and Android,"Charger, User Manual, Cable",12x6x4 cm,Ocean Blue,2024-01-25,0.87,True,True,0.86,True,True,True,False,True,2,False,True,False,7,Customer initiated return for PRODUCT_DEFECT,2025-06-19,INSP-15,False,FAILED,False,False,False,94,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect,2025-06-16,NORMAL,36.0,30.0,30.0,60.0,13.0,17.0,0.9,1.0,60.0,HEALTHY
RET-108515,ORD-549832,CUST-108792,SKU-MIC-1116,2025-05-20,2025-04-28,manual missing from package,MISSING_ACCESSORY,STANDARD_RETURN,900.76,1,RETAIL_STORE,LOCKER,False,22,APPROVED,MISSING_ACCESSORY,PRODUCT,YES,Supplier,MEDIUM,P3,OmniGear Mice 216,OmniGear,Mice,Mice Standard,MOD-2116,900.76,12,2023-04-13,3.95,Space Gray,0,Lightning,,Specific,SUP-108,Reinforced Case,OmniGear Mice 216 - High Performance,Official OmniGear Mice with Lightning support.,iOS and Android,"Charger, User Manual, Cable",27x10x1 cm,Space Gray,2024-04-11,0.85,True,True,0.91,True,True,False,True,False,1,True,True,True,9,Customer initiated return for MISSING_ACCESSORY,2025-05-22,INSP-20,False,PASSED,True,False,False,96,True,True,Inspection completed. Outcome: Missing Accessory,Missing Accessory,2025-05-20,NORMAL,32.0,26.0,30.0,60.0,13.0,10.0,1.3,1.0,60.0,HEALTHY
RET-111596,ORD-521485,CUST-136765,SKU-LAP-1002,2025-04-25,2025-03-27,power button got stuck,PRODUCT_DEFECT,STANDARD_RETURN,52.66,1,MARKETPLACE,LOCKER,False,29,APPROVED,PRODUCT_DEFECT,PRODUCT,YES,Product Team,HIGH,P4,UltraLink Laptop 102,UltraLink,Laptops,Laptops Standard,MOD-2002,52.66,6,2023-04-22,3.05,White,4000,HDMI,,Specific,SUP-103,Reinforced Case,UltraLink Laptop 102 - High Performance,Official UltraLink Laptops with HDMI support.,iOS and Android,"Charger, User Manual, Cable",30x13x4 cm,White,2024-02-26,0.37,True,False,0.46,True,True,False,True,True,2,True,True,False,3,Customer initiated return for PRODUCT_DEFECT,2025-04-27,INSP-20,False,FAILED,False,False,False,88,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect,2025-04-25,NORMAL,41.0,25.0,30.0,60.0,16.0,15.0,0.5,1.0,60.0,HEALTHY
RET-102543,ORD-526420,CUST-101251,SKU-SMA-1061,2025-11-05,2025-10-12,stopped working after 8 months under warranty,WARRANTY_FAILURE,WARRANTY,652.79,1,ONLINE,IN_STORE_DROP,True,24,PROCESSED,WARRANTY_FAILURE,PRODUCT,YES,Product Team,HIGH,P1,UltraLink Smartphone 161,UltraLink,Smartphones,Smartphones Standard,MOD-2061,652.79,12,2023-09-07,0.24,Space Gray,10000,Bluetooth,iOS,iOS/Android,SUP-110,Eco Carton,UltraLink Smartphone 161 - High Performance,Official UltraLink Smartphones with Bluetooth support.,iOS and Android,"Charger, User Manual, Cable",12x15x4 cm,Space Gray,2024-02-04,0.91,True,True,0.95,True,False,False,False,True,1,True,False,True,9,Customer initiated return for WARRANTY_FAILURE,2025-11-06,INSP-20,False,FAILED,False,False,False,89,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect,2025-11-05,DELIVERY_DELAY,51.0,25.0,30.0,60.0,21.0,31.0,30.5,1.0,60.0,DEGRADED
RET-107086,ORD-500072,CUST-131099,SKU-CHA-1050,2025-01-17,2025-01-11,mounting scr3ws missing,COMPATIBILITY_ISSUE,STANDARD_RETURN,566.01,1,RETAIL_STORE,LOCKER,False,6,REJECTED,MISSING_ACCESSORY,PRODUCT,YES,Supplier,MEDIUM,P3,OmniGear Charger 150,OmniGear,Chargers,Chargers Standard,MOD-2050,566.01,36,2023-12-12,2.6,Silver,0,Lightning,,Specific,SUP-110,Box,OmniGear Charger 150 - High Performance,Official OmniGear Chargers with Lightning support.,iOS and Android,"Charger, User Manual, Cable",19x8x2 cm,Silver,2024-02-07,0.93,True,True,0.96,True,True,False,True,False,1,True,True,True,10,Customer initiated return for MISSING_ACCESSORY,2025-01-18,INSP-11,False,PASSED,True,False,False,95,True,True,Inspection completed. Outcome: Missing Accessory,Missing Accessory,2025-01-17,URGENT_DEMAND,126.0,30.0,30.0,70.0,23.0,123.0,4.4,2.37,70.0,HEALTHY
RET-100617,ORD-551025,CUST-94103,SKU-GAM-1015,2025-03-02,2025-02-02,expected usb c cable but not included,MISSING_ACCESSORY,STANDARD_RETURN,616.6,1,ONLINE,MAIL,False,28,REJECTED,MISSING_ACCESSORY,PRODUCT,YES,Supplier,MEDIUM,P3,VoltMax Gaming Accessorie 115,VoltMax,Gaming Accessories,Gaming Accessories Standard,MOD-2015,616.6,6,2024-03-21,1.56,White,0,3.5mm Jack,,Specific,SUP-109,Blister Pack,VoltMax Gaming Accessorie 115 - High Performance,Official VoltMax Gaming Accessories with 3.5mm Jack support.,iOS and Android,"Charger, User Manual, Cable",14x10x2 cm,White,2024-05-18,0.97,True,True,0.94,True,True,False,True,False,2,False,True,True,5,Customer initiated return for MISSING_ACCESSORY,2025-03-04,INSP-17,False,PASSED,True,False,False,86,True,True,Inspection completed. Outcome: Missing Accessory,Missing Accessory,2025-03-02,NORMAL,40.0,26.0,30.0,60.0,17.0,13.0,0.7,1.0,60.0,HEALTHY
RET-108076,ORD-548584,CUST-101632,SKU-MIC-1146,2025-01-21,2025-01-18,not working,OTHER,STANDARD_RETURN,276.31,1,RETAIL_STORE,LOCKER,False,3,PENDING_INSPECTION,OTHER,UNKNOWN,YES,Customer,LOW,P4,AeroTech Mice 246,AeroTech,Mice,Mice Standard,MOD-2146,276.31,6,2023-01-04,1.58,Silver,0,Lightning,,Specific,SUP-112,Blister Pack,AeroTech Mice 246 - High Performance,Official AeroTech Mice with Lightning support.,iOS and Android,"Charger, User Manual, Cable",20x7x5 cm,Silver,2024-04-27,0.94,True,False,0.85,True,True,True,False,True,1,True,False,True,10,Customer initiated return for OTHER,2025-01-22,INSP-14,False,PASSED,False,False,False,94,True,False,Inspection completed. Outcome: Unable to Reproduce,Unable to Reproduce,2025-01-21,NORMAL,35.0,30.0,30.0,60.0,15.0,7.0,1.1,1.0,60.0,HEALTHY
RET-100621,ORD-571459,CUST-109447,SKU-SMA-1079,2025-01-01,2025-04-27,tested fine customer didn't like color,SHIPPING_DAMAGE,WARRANTY,373.19,1,ONLINE,MAIL,True,20,REJECTED,NO_FAULT_FOUND,OPERATIONS,UNCERTAIN,Customer,LOW,P4,VoltMax Smartwatche 179,VoltMax,Smartwatches,Smartwatches Standard,MOD-2079,373.19,12,2023-05-21,2.81,Silver,2000,USB-C,,Universal,SUP-110,Eco Carton,VoltMax Smartwatche 179 - High Performance,Official VoltMax Smartwatches with USB-C support.,iOS and Android,"Charger, User Manual, Cable",11x9x4 cm,Silver,2024-01-30,0.91,True,True,0.88,True,True,False,True,False,2,False,False,True,2,Customer initiated return for NO_FAULT_FOUND,2025-05-20,INSP-18,False,PASSED,False,False,False,99,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found,2025-01-01,NORMAL,30.0,30.0,30.0,60.0,14.0,12.0,0.8,1.0,60.0,HEALTHY
RET-100449,ORD-521809,CUST-109699,SKU-GAM-1135,2025-04-13,2025-03-24,left earbud stopped working,COMPATIBILITY_ISSUE,WARRANTY,550.09,1,ONLINE,LOCKER,True,20,PENDING_INSPECTION,PRODUCT_DEFECT,PRODUCT,YES,Product Team,CRITICAL,P1,UltraLink Gaming Accessorie 235,UltraLink,Gaming Accessories,Gaming Accessories Standard,MOD-2135,550.09,12,2023-07-31,4.15,Ocean Blue,0,Micro-USB,,Specific,SUP-106,Box,UltraLink Gaming Accessorie 235 - High Performance,Official UltraLink Gaming Accessories with Micro-USB support.,iOS and Android,"Charger, User Manual, Cable",19x14x3 cm,Ocean Blue,2024-03-31,0.93,True,True,0.96,True,True,True,False,False,0,False,True,False,3,Customer initiated return for PRODUCT_DEFECT,2025-04-14,INSP-14,False,FAILED,False,False,False,98,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect,2025-04-13,NORMAL,30.0,25.0,30.0,60.0,17.0,18.0,0.7,1.0,60.0,HEALTHY
RET-111085,ORD-515936,CUST-136837,SKU-TVS-1007,2025-04-01,2025-03-28,product do3s not m4tch d3scription,LISTING_MISMATCH,STANDARD_RETURN,344.4,1,MARKETPLACE,MAIL,False,4,APPROVED,LISTING_MISMATCH,CONTENT,YES,Content Team,HIGH,P2,UltraLink TV 107,UltraLink,TVs,TVs Standard,MOD-2007,344.4,24,2023-03-25,1.84,Space Gray,0,Micro-USB,,Specific,SUP-111,Box,UltraLink TV 107 - High Performance,Official UltraLink TVs with Micro-USB support.,iOS and Android,"Charger, User Manual, Cable",30x6x5 cm,Space Gray,2024-06-11,0.97,True,True,0.95,True,True,False,True,True,2,False,False,True,8,Customer initiated return for LISTING_MISMATCH,2025-04-02,INSP-19,False,PASSED,False,False,False,95,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found,2025-04-01,NORMAL,60.0,28.0,30.0,60.0,16.0,18.0,1.7,1.0,60.0,HEALTHY
RET-108816,ORD-506591,CUST-106982,SKU-SMA-1091,2025-04-26,2025-04-21,bent charging pin by forcing cable,CUSTOMER_DAMAGE,WARRANTY,697.85,1,RETAIL_STORE,LOCKER,True,5,APPROVED,CUSTOMER_DAMAGE,CUSTOMER,NO,Customer,LOW,P4,NexusCore Smartphone 191,NexusCore,Smartphones,Smartphones Standard,MOD-2091,697.85,12,2023-08-29,0.99,White,10000,Micro-USB,Android,Specific,SUP-106,Eco Carton,NexusCore Smartphone 191 - High Performance,Official NexusCore Smartphones with Micro-USB support.,iOS and Android,"Charger, User Manual, Cable",27x5x4 cm,White,2024-01-23,0.94,True,True,0.97,True,True,False,False,False,2,True,False,True,10,Customer initiated return for CUSTOMER_DAMAGE,2025-04-29,INSP-15,True,PASSED,False,False,False,94,True,True,Inspection completed. Outcome: Customer Damage,Customer Damage,2025-04-26,NORMAL,45.0,25.0,30.0,60.0,15.0,16.0,1.5,1.0,60.0,HEALTHY
RET-106191,ORD-545689,CUST-122185,SKU-CAB-1058,2025-02-24,2025-02-04,display lines appeared after 5 months,OTHER,WARRANTY,178.97,1,RETAIL_STORE,MAIL,True,20,REJECTED,WARRANTY_FAILURE,PRODUCT,YES,Product Team,HIGH,P4,SonicWave Cable 158,SonicWave,Cables,Cables Standard,MOD-2058,178.97,12,2023-07-16,0.85,Silver,0,3.5mm Jack,,Specific,SUP-101,Eco Carton,SonicWave Cable 158 - High Performance,Official SonicWave Cables with 3.5mm Jack support.,iOS and Android,"Charger, User Manual, Cable",10x14x4 cm,Silver,2024-05-02,0.84,True,True,0.94,True,False,True,False,True,2,False,False,True,2,Customer initiated return for WARRANTY_FAILURE,2025-02-27,INSP-18,False,FAILED,False,False,False,95,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect,2025-02-24,NORMAL,41.0,25.0,30.0,60.0,13.0,16.0,0.9,1.0,60.0,HEALTHY
RET-102456,ORD-554549,CUST-135054,SKU-MIC-1101,2025-06-12,2025-05-13,internal plastic tray smashed,PACKAGING_ISSUE,STANDARD_RETURN,554.58,1,RETAIL_STORE,IN_STORE_DROP,False,30,REJECTED,PACKAGING_ISSUE,LOGISTICS,YES,Warehouse,LOW,P4,UltraLink Mice 201,UltraLink,Mice,Mice Standard,MOD-2101,554.58,24,2024-03-21,4.91,Silver,0,Lightning,,Specific,SUP-109,Eco Carton,UltraLink Mice 201 - High Performance,Official UltraLink Mice with Lightning support.,iOS and Android,"Charger, User Manual, Cable",24x6x5 cm,Silver,2024-04-26,0.83,True,True,0.87,True,True,True,False,True,2,True,False,True,2,Customer initiated return for PACKAGING_ISSUE,2025-06-13,INSP-17,False,PASSED,False,True,False,92,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found,2025-06-12,URGENT_DEMAND,122.0,29.0,30.0,70.0,21.0,95.0,6.6,2.28,70.0,HEALTHY
RET-104190,ORD-550611,CUST-95924,SKU-HEA-1048,2025-07-23,2025-07-08,camera quality is not as advertised,LISTING_MISMATCH,STANDARD_RETURN,805.27,1,ONLINE,LOCKER,False,15,PENDING_INSPECTION,LISTING_MISMATCH,CONTENT,YES,Content Team,HIGH,P2,NexusCore Headphone 148,NexusCore,Headphones,Headphones Standard,MOD-2048,805.27,24,2023-07-26,0.72,Ocean Blue,5000,HDMI,,Specific,SUP-110,Eco Carton,NexusCore Headphone 148 - High Performance,Official NexusCore Headphones with HDMI support.,iOS and Android,"Charger, User Manual, Cable",28x14x3 cm,Ocean Blue,2024-04-29,0.88,True,True,0.88,True,True,False,False,True,0,True,False,True,5,Customer initiated return for LISTING_MISMATCH,2025-07-26,INSP-15,False,PASSED,False,False,False,100,True,False,Inspection completed. Outcome: Unable to Reproduce,Unable to Reproduce,2025-07-23,URGENT_DEMAND,107.0,28.0,30.0,70.0,25.0,87.0,4.7,2.43,70.0,HEALTHY
RET-110120,ORD-578137,CUST-93498,SKU-SMA-1034,2025-04-25,2025-04-11,wifi drops connection constantly,PRODUCT_DEFECT,STANDARD_RETURN,1002.99,1,ONLINE,MAIL,False,14,APPROVED,PRODUCT_DEFECT,PRODUCT,YES,Product Team,CRITICAL,P1,Zenith Smartwatche 134,Zenith,Smartwatches,Smartwatches Standard,MOD-2034,1002.99,24,2023-11-10,4.1,Space Gray,2000,3.5mm Jack,,Specific,SUP-114,Box,Zenith Smartwatche 134 - High Performance,Official Zenith Smartwatches with 3.5mm Jack support.,iOS and Android,"Charger, User Manual, Cable",13x6x5 cm,Space Gray,2024-02-09,0.86,True,True,0.87,True,True,False,False,True,2,True,True,False,10,Customer initiated return for PRODUCT_DEFECT,2025-04-27,INSP-20,False,FAILED,False,False,False,87,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect,2025-04-25,NORMAL,41.0,25.0,30.0,60.0,16.0,15.0,0.5,1.0,60.0,HEALTHY
